,id,1
0,d1mm9tcy42,0.451681150638058
1,yo8nz8bqcq,0.23447958719321063
2,4grx6yxeby,0.8433343271043743
3,ncf87guaf0,0.31856106289783487
4,4rvqpxoh3h,0.23447958719321063
5,c8mfesvkv0,0.23447958719321063
6,xwxei6hdk4,0.3505379744337835
7,5f45ro5uzk,0.31856106289783487
8,ro2stddszp,0.451681150638058
9,qtw88d9pbl,0.5613586307267522
10,awiurksqr3,0.3505379744337835
11,ucgks2fyez,0.31856106289783487
12,j30uqo74v6,0.31856106289783487
13,cuxu2kbaep,0.23447958719321063
14,jrqykh9y8x,0.41594949520438385
15,s9xrwtyzsq,0.8914892646537684
16,1ltangt0hg,0.4207161544255645
17,j0mufvhhoh,0.7760320990716366
18,mde5wnphhf,0.31856106289783487
19,11581i5wng,0.23447958719321063
20,8s14bomsx5,0.23447958719321063
21,ayguekg4tf,0.31856106289783487
22,vyv9bj70kd,0.3224295044880502
23,zc77z91crs,0.451681150638058
24,7s5yhmyxmj,0.31856106289783487
25,toga865pvz,0.7497253410384755
26,oa8oz6sj6s,0.31856106289783487
27,i7svun9mus,0.31856106289783487
28,w19d8pogt0,0.23447958719321063
29,7105aijtcm,0.23447958719321063
30,nlkm4aoa4z,0.451681150638058
31,nmptg2k3tj,0.8433343271043743
32,pliybbv8p4,0.13521118232432222
33,9v9pjiw5s1,0.8433343271043743
34,1g18fjgi2m,0.451681150638058
35,c3lzbrher6,0.3595287665868241
36,dcnhhxmtbc,0.23447958719321063
37,psn48sflyc,0.3505379744337835
38,msfo4las9k,0.23447958719321063
39,iwx2u1gzyu,0.23447958719321063
40,1066rvqlm6,0.23447958719321063
41,1ojasem0hx,0.31856106289783487
42,5ll8cq9l0v,0.23447958719321063
43,4n32dm2435,0.8433343271043743
44,5gacrsk7ga,0.23447958719321063
45,unkvmpwxo2,0.08198306347841051
46,ixmk7qm5cv,0.451681150638058
47,fwfyvfv4nh,0.23447958719321063
48,mrvjvk6ycy,0.451681150638058
49,ksk27p5fcv,0.31856106289783487
50,t386q8hn81,0.3505379744337835
51,stiseqi6h6,0.451681150638058
52,d6r5a2l398,0.23447958719321063
53,qg32rbaugy,0.23447958719321063
54,28yljyrv34,0.3505379744337835
55,2pw9yjm8aq,0.8433343271043743
56,6i6kadln0b,0.23098161562031289
57,hsjlbix4qq,0.23447958719321063
58,uo0xd756p6,0.23447958719321063
59,m2151n1nnn,0.23447958719321063
60,gg6b14vkqh,0.5613586307267522
61,prh9vhoskj,0.23447958719321063
62,7q1guzuk1c,0.3505379744337835
63,ub5mr9ucpz,0.23447958719321063
64,y7h667ocfy,0.3224295044880502
65,53e286gwpk,0.5062176443546011
66,ckkcg778ej,0.19543259675880856
67,gcu0wykuxe,0.23447958719321063
68,6dvmx7k6lw,0.23447958719321063
69,uyb283j6j0,0.6584938985901175
70,nlmwv8u2cq,0.31856106289783487
71,d9no5qj7ie,0.9109099664060459
72,9tbwi11zfw,0.451681150638058
73,nn46tn504t,0.4207161544255645
74,yetxlyyeja,0.451681150638058
75,cm0nbuxqmw,0.31856106289783487
76,x8i6d6vl3z,0.23447958719321063
77,hc1en5z8f7,0.23447958719321063
78,1jhzdm2iv6,0.451681150638058
79,xgg68dos8b,0.31856106289783487
80,ne62ok6xaf,0.23447958719321063
81,ccl1h3nes7,0.23447958719321063
82,8t8xs697my,0.8433343271043743
83,0e9rascg0c,0.3505379744337835
84,3n3wz1i5y6,0.8914892646537684
85,hxkcscdwx2,0.31856106289783487
86,urc2pnwjhq,0.13521118232432222
87,277pfhdsnh,0.3505379744337835
88,79gv6xs1zd,0.23447958719321063
89,piju8hzjy2,0.3505379744337835
90,qdzx8bye52,0.19543259675880856
91,edjcii3i9m,0.23447958719321063
92,lbp4915zp9,0.31856106289783487
93,ot40mdgv5w,0.23447958719321063
94,d3miqwh1cq,0.451681150638058
95,8vf1i9wv1b,0.3505379744337835
96,hjepuvkxlj,0.451681150638058
97,pjagp9kq4a,0.13521118232432222
98,ihi4gy0dyl,0.3224295044880502
99,uxm3k4ntxs,0.31856106289783487
100,kpnmjq1ppj,0.8907216536319157
101,guj7f7sjve,0.4560841894702716
102,x18h0fhwom,0.5237446523509628
103,6ghzgyjfrf,0.451681150638058
104,d4qkib384w,0.23447958719321063
105,86jc7fjqex,0.31856106289783487
106,06pzk21x5s,0.31856106289783487
107,ax3fuye53v,0.3224295044880502
108,2tl8g8fjpa,0.23447958719321063
109,k3jh9tfwei,0.3505379744337835
110,u3nj5puz9o,0.451681150638058
111,on95ie1sp5,0.23447958719321063
112,ospxjl3y2s,0.3505379744337835
113,grxpzfy58m,0.23447958719321063
114,weajbcg37h,0.8914892646537684
115,qfb13v8xti,0.3224295044880502
116,ifskukj20l,0.31684630788439
117,t8ttth3ds2,0.23447958719321063
118,kv5nk5t1bq,0.13521118232432222
119,9svjpkjzmd,0.23447958719321063
120,qc0yb3oi8a,0.23447958719321063
121,djj0fftf0m,0.31684630788439
122,nzssdzdz1u,0.23447958719321063
123,j0y1dm82h1,0.23447958719321063
124,rlzzowgaji,0.13521118232432222
125,cxu4bp3fa5,0.23447958719321063
126,u1mvijnjxl,0.31856106289783487
127,d3f3myba0i,0.6584938985901175
128,kawgkf68d0,0.14563079880466392
129,y2brtzk9zi,0.23447958719321063
130,033oexa2qw,0.23447958719321063
131,ii0vfhushc,0.7534864039365662
132,hz5i5coxcz,0.13521118232432222
133,wmy5eutoek,0.31856106289783487
134,z8hgzj6pmj,0.31856106289783487
135,m8lh34i1zz,0.31856106289783487
136,aafnnpqdu8,0.23447958719321063
137,kj5y15ndu0,0.31856106289783487
138,y1rs6e7jyh,0.31856106289783487
139,izalz0ftbi,0.31856106289783487
140,j817hq1jug,0.3505379744337835
141,jxsooowkew,0.31856106289783487
142,147uaz8yva,0.8433343271043743
143,fu725nxa46,0.31856106289783487
144,d2l4m2awmd,0.47032359965384357
145,m7mfvoxh9w,0.31856106289783487
146,1zgdp21ohh,0.23447958719321063
147,qxj9uuzcvc,0.3224295044880502
148,ya7h4e0ei3,0.451681150638058
149,lnropcu3a0,0.8914892646537684
150,zepgy5emhl,0.8914892646537684
151,sfstd5rzsi,0.23447958719321063
152,c2a5ztxxe7,0.9109099664060459
153,08kx4pqoih,0.23447958719321063
154,0gwnjqum9m,0.23447958719321063
155,0l461nxs9e,0.451681150638058
156,prz9bpdzhs,0.4207161544255645
157,59etobqbm8,0.23447958719321063
158,72efxf8p14,0.23447958719321063
159,x4kyc7pj0f,0.8433343271043743
160,ttqygsjhf9,0.451681150638058
161,1tkb8vully,0.8914892646537684
162,imgivwl0as,0.14563079880466392
163,b4a34ufy3e,0.23447958719321063
164,u34j5v6w0d,0.23447958719321063
165,de3scomvop,0.23447958719321063
166,v706czykns,0.451681150638058
167,d7x0a3jea6,0.23447958719321063
168,ws05jbp0v7,0.13521118232432222
169,a3obqrlwam,0.13521118232432222
170,ik47virn4a,0.23447958719321063
171,uandb2gfmy,0.8914892646537684
172,5v00ftnhc5,0.5237446523509628
173,whans9sjy3,0.23447958719321063
174,fgj7sopvho,0.23447958719321063
175,te30jc8eff,0.4208517723727737
176,lj6kx9mqic,0.451681150638058
177,nhppe5pdwf,0.23447958719321063
178,toth14qx48,0.31856106289783487
179,b51dgpgjyi,0.23447958719321063
180,vxdujgxtgb,0.31856106289783487
181,almpj8xrnt,0.23447958719321063
182,unm3ywdpsa,0.23447958719321063
183,b2c4e03ii9,0.3505379744337835
184,raatnx2x8u,0.8914892646537684
185,2vxv32sfib,0.7497253410384755
186,pn1mtw0lkb,0.451681150638058
187,87ia7drjc4,0.31856106289783487
188,g1pcf3wkat,0.31684630788439
189,x4qic3qqdf,0.451681150638058
190,l35zr89crl,0.31856106289783487
191,862vv9ey77,0.8914892646537684
192,5y33oqanhs,0.7533830338310971
